a,b,c,result
92,38,20,278
19,19,43,52
81,59,52,287
69,34,54,186
71,77,99,274
26,69,44,215
75,27,91,140
61,10,7,145
29,4,27,43
68,95,98,323
64,94,74,336
41,39,99,100
95,96,2,476
76,48,55,241
98,9,58,165
44,52,99,145
28,95,55,286
75,9,19,158
5,47,5,146
22,20,79,25
50,9,21,106
75,35,91,164
35,51,19,204
96,37,63,240
84,56,66,270
68,79,26,347
31,9,37,52
4,17,68,-9
48,96,46,338
83,74,98,290
68,80,34,342
38,47,29,188
24,100,15,333
51,66,63,237
12,91,18,279
85,46,26,282
70,52,29,267
16,51,45,140
16,90,37,265
70,50,37,253
14,62,29,185
22,42,7,163
41,33,80,101
80,59,97,240
59,3,83,44
26,33,73,78
38,28,84,76
11,25,6,91
97,13,56,177
3,86,24,240
73,97,36,401
71,29,1,228
38,15,28,93
47,47,49,186
36,81,95,220
13,35,100,31
18,98,79,251
85,84,55,367
70,99,71,366
21,99,72,267
69,12,58,116
81,62,83,265
5,72,29,197
8,22,51,31
94,4,46,154
12,63,83,130
76,14,49,145
95,52,54,292
57,54,93,183
23,54,61,147
54,84,32,328
56,69,84,235
21,42,46,122
51,20,22,140
91,33,90,191
13,86,85,199
11,45,43,114
48,3,52,53
87,69,67,314
77,49,78,223
95,49,47,290
99,77,51,378
16,72,79,169
77,40,77,197
17,34,15,121
92,90,5,449
92,95,57,412
24,37,6,153
95,47,61,270
59,9,41,104
58,38,5,225
1,2,71,-63
31,55,49,178
99,37,41,268
6,84,14,250
97,41,22,295
82,48,78,230
40,22,91,55
88,95,66,395
53,73,25,300
51,74,77,247
97,54,23,333
61,89,84,305
24,94,17,313
70,83,26,363
33,87,98,229
48,3,29,76
81,71,34,341
6,73,21,210
95,55,10,345
91,11,85,130
50,94,7,375
67,18,42,146
60,32,4,212
89,7,83,116
45,42,31,185
5,9,34,3
78,89,70,353
35,46,6,202
1,30,52,40
66,19,14,175
38,89,49,294
39,27,59,100
41,28,42,124
92,70,32,362
91,21,1,244
28,7,26,51
93,37,77,220
12,56,3,189
3,23,50,25
6,69,67,152
94,27,60,209
86,86,46,384
44,79,20,305
14,61,78,133
59,5,18,115
43,34,42,146
11,21,21,64
32,16,56,56
7,30,72,32
56,71,40,285
82,96,20,432
31,71,77,198
61,26,1,199
24,70,69,189
55,22,38,138
98,50,90,256
49,37,55,154
93,22,38,214
47,82,97,243
80,12,55,141
43,89,74,279
17,45,36,133
28,58,33,197
85,54,63,269
25,55,58,157
44,38,87,115
11,50,76,96
58,55,73,208
12,14,70,-4
77,30,98,146
83,41,48,241
42,51,87,150
25,53,23,186
16,10,1,61
55,33,28,181
6,48,79,77
30,89,72,255
97,8,40,178
23,57,86,131
75,64,68,274
93,74,88,320
85,38,67,217
82,83,55,358
18,56,78,126
35,1,78,-5
24,40,35,133
28,71,86,183
22,64,2,234
37,69,9,272
22,79,2,279
18,33,55,80
34,28,66,86
9,99,46,269
85,38,96,188
24,51,31,170
17,27,52,63
29,43,84,103
69,7,20,139
90,21,57,186
57,93,48,345
72,52,71,229
44,5,59,44
98,24,29,239
82,19,3,218
10,81,15,248
13,94,10,298
39,42,42,162
11,51,57,118
83,91,40,399
67,15,62,117
50,1,5,98
46,2,95,3
81,49,45,264
30,20,60,60
39,44,30,180
37,26,10,142
10,60,11,189
48,39,98,115
81,16,19,191
16,28,70,46
57,40,7,227
74,81,72,319
10,51,55,118
90,72,8,388
44,5,96,7
93,38,13,287
11,81,10,255
64,6,63,83
43,49,33,200
31,84,47,267
84,3,53,124
57,21,45,132
34,78,47,255
42,65,34,245
22,99,54,287
53,2,79,33
99,32,28,266
70,19,83,114
50,58,98,176
32,78,36,262
12,71,15,222
86,80,33,379
84,22,35,199
94,13,56,171
86,11,31,174
68,62,19,303
72,34,71,175
79,28,100,142
88,44,9,299
93,42,30,282
26,39,16,153
51,3,22,89
91,35,19,268
60,3,64,65
22,91,14,303
33,50,18,198
40,66,65,213
23,18,85,15
42,24,25,131
95,16,54,184
3,8,88,-58
81,23,94,137
24,72,91,173
59,71,99,232
41,59,18,241
89,26,97,159
42,90,56,298
82,75,12,377
41,55,59,188
35,89,9,328
1,23,41,30
48,36,13,191
22,10,85,-11
19,78,31,241
27,62,39,201
68,88,41,359
67,36,30,212
83,46,67,237
13,47,63,104
40,94,21,341
16,11,11,54
18,54,2,196
72,13,28,155
35,75,95,200
46,79,15,314
75,82,87,309
57,48,22,236
37,42,24,176
25,79,50,237
48,68,60,240
76,81,31,364
79,28,22,220
1,82,95,153
19,50,89,99
73,82,80,312
43,98,6,374
24,54,42,168
43,4,55,43
18,24,54,54
26,11,28,57
54,97,21,378
100,21,71,192
80,22,92,134
50,9,27,100
97,81,22,415
11,48,7,159
86,26,8,242
14,94,54,256
10,71,46,187
9,40,61,77
15,36,44,94
11,70,94,138
76,73,65,306
10,80,15,245
16,42,2,156
60,24,91,101
75,63,9,330
69,3,76,71
92,59,10,351
91,75,87,320
70,21,52,151
6,36,13,107
33,52,48,174
96,43,92,229
57,65,65,244
97,2,96,104
46,97,18,365
23,96,89,245
60,96,77,331
57,69,56,265
1,87,93,170
29,33,74,83
55,20,59,111
41,29,20,149
38,60,81,175
14,7,63,-14
87,81,77,340
66,30,95,127
84,49,96,219
23,53,74,131
14,69,19,216
54,28,3,189
1,86,15,245
90,76,11,397
66,21,88,107
35,34,79,93
32,40,25,159
26,97,62,281
84,7,87,102
87,15,99,120
78,97,92,355
79,35,92,171
42,86,65,277
20,21,7,96
97,88,15,443
39,20,84,54
97,90,22,442
25,63,68,171
87,68,88,290
44,94,39,331
2,3,57,-44
89,12,32,182
69,44,47,223
98,61,33,346
91,25,18,239
55,100,84,326
57,39,93,138
82,63,98,255
25,40,95,75
29,26,87,49
17,45,92,77
87,88,2,436
33,26,86,58
60,71,67,266
93,63,85,290
62,77,44,311
55,29,48,149
83,57,44,293
46,15,32,105
78,72,64,308
29,89,18,307
11,85,85,192
10,64,14,198
29,100,54,304
47,93,23,350
73,44,64,214
74,57,48,271
32,35,21,148
4,50,23,135
72,44,45,231
73,96,13,421
15,42,80,76
42,7,6,99
63,42,77,175
4,68,72,140
80,4,70,102
20,82,80,206
26,70,75,187
5,66,70,138
30,83,40,269
22,74,60,206
99,46,14,322
55,17,39,122
91,6,77,123
41,60,21,241
13,55,90,101
6,4,92,-68
19,69,57,188
54,36,96,120
14,98,72,250
15,27,61,50
71,64,81,253
84,92,85,359
66,79,13,356
28,20,100,16
39,73,13,284
75,94,21,411
67,74,28,328
83,74,49,339
61,20,41,141
36,76,44,256
50,59,94,183
79,96,52,394
53,78,11,329
4,89,37,238
99,12,17,217
73,62,2,330
9,72,58,176
27,56,66,156
35,6,93,-5
63,44,26,232
59,2,15,109
96,100,52,440
93,16,49,185
4,42,12,122
2,40,50,74
97,48,22,316
99,49,82,263
23,2,89,-37
48,48,60,180
46,35,17,180
55,78,32,312
48,2,42,60
38,8,21,79
58,5,11,120
8,73,23,212
92,90,36,418
43,9,50,63
61,59,21,278
98,48,60,280
63,60,29,277
46,74,9,305
8,58,42,148
69,10,94,74
8,51,11,158
83,2,68,104
39,59,12,243
4,8,22,10
70,24,52,160
24,26,26,100
82,27,90,155
60,7,57,84
87,55,37,302
43,88,78,272
57,76,58,284
70,11,96,77
96,76,47,373
35,83,98,221
80,30,36,214
99,17,41,208
60,55,35,250
53,4,74,44
12,83,52,221
46,78,97,229
87,66,23,349
43,40,53,153
78,8,50,130
28,94,40,298
42,92,48,312
88,29,28,235
87,21,27,210
81,70,44,328
55,84,23,339
39,64,77,193
12,80,20,244
65,73,26,323
68,73,98,257
5,11,85,-42
38,34,79,99
14,35,37,96
49,58,28,244
6,75,20,217
42,35,24,165
50,48,34,210
75,63,1,338
1,26,92,-12
78,92,79,353
78,77,92,295
29,86,29,287
19,25,35,78
32,85,22,297
21,100,33,309
80,89,46,381
51,8,62,64
21,4,13,41
41,73,56,245
74,85,6,397
64,11,11,150
8,37,15,112
4,57,54,125
23,89,33,280
37,88,46,292
60,85,32,343
82,88,9,419
48,29,44,139
12,72,84,156
97,98,68,420
36,26,65,85
2,54,85,81
18,24,72,36
63,87,21,366
20,15,10,75
78,4,3,165
24,6,82,-16
41,87,85,258
24,48,77,115
58,92,39,353
100,68,11,393
92,24,54,202
47,98,2,386
64,78,6,356
22,86,54,248
66,96,94,326
15,79,68,199
41,50,57,175
12,30,61,53
45,49,92,145
2,74,72,154
50,17,87,64
43,54,34,214
15,28,78,36
37,28,72,86
45,67,38,253
40,35,71,114
78,63,38,307
30,33,32,127
79,12,86,108
63,82,64,308
98,18,60,190
56,2,83,35
27,89,13,308
27,10,64,20
21,83,46,245
66,87,17,376
85,85,4,421
96,63,94,287
39,98,50,322
18,78,29,241
43,44,62,156
83,38,58,222
28,61,4,235
6,90,38,244
26,64,33,211
56,31,60,145
2,1,83,-76
32,21,28,99
46,71,74,231
99,33,70,227
45,43,84,135
40,21,59,84
27,97,16,329
56,44,46,198
76,68,81,275
68,30,25,201
90,85,65,370
19,91,41,270
6,50,33,129
16,71,37,208
1,71,48,167
26,44,7,177
77,8,65,113
95,29,68,209
3,78,37,203
54,15,29,124
79,81,12,389
28,100,28,328
20,42,68,98
74,98,74,368
6,38,98,28
81,63,14,337
80,75,67,318
33,20,91,35
53,44,23,215
69,33,77,160
87,19,2,229
21,97,68,265
19,93,23,294
86,88,45,391
38,42,18,184
90,33,46,233
90,42,6,300
79,5,58,115
58,48,14,246
83,24,39,199
66,11,26,139
69,7,49,110
82,53,20,303
60,24,72,120
80,94,25,417
80,44,60,232
49,62,98,186
55,64,37,265
24,32,27,117
70,11,20,153
69,83,79,308
68,7,20,137
53,33,83,122
26,71,65,200
44,100,80,308
61,42,77,171
46,40,86,126
7,4,11,15
72,9,19,152
90,84,17,415
86,100,59,413
15,78,4,260
9,92,40,254
45,58,5,259
72,59,25,296
58,8,80,60
38,41,86,113
82,25,34,205
38,29,38,125
74,36,20,236
61,86,41,339
52,50,65,189
37,9,55,46
60,7,38,103
88,18,29,201
84,92,3,441
91,27,8,255
39,22,71,73
15,75,8,247
58,100,19,397
69,15,36,147
68,17,90,97
77,66,54,298
67,26,83,129
23,29,81,52
32,22,16,114
82,53,22,301
15,80,45,225
81,98,27,429
13,29,62,51
5,11,21,22
13,63,43,172
31,48,13,193
24,34,7,143
89,2,89,95
70,2,7,139
79,85,44,369
91,13,25,196
95,39,55,252
71,73,90,271
31,56,40,190
87,53,33,300
71,26,33,187
75,14,32,160
7,27,61,34
42,73,36,267
16,16,46,34
5,53,90,79
85,75,29,366
54,24,9,171
14,29,84,31
58,19,64,109
50,47,3,238
9,50,97,71
38,29,50,113
7,72,13,217
60,28,26,178
89,6,41,155
40,10,40,70
96,41,83,232
5,18,23,41
62,67,15,310
52,86,86,276
4,75,79,154
1,87,46,217
37,11,70,37
59,65,64,249
28,23,28,97
42,39,79,122
35,8,78,16
34,69,42,233
35,78,7,297
66,47,37,236
22,55,44,165
60,42,21,225
15,48,99,75
87,89,28,413
25,46,33,155
58,79,25,328
44,86,17,329
78,85,8,403
9,63,13,194
79,26,82,154
77,50,68,236
69,20,64,134
95,85,78,367
24,10,94,-16
65,77,69,292
21,52,51,147
1,64,52,142
75,22,9,207
26,98,48,298
29,50,31,177
24,13,69,18
68,19,39,154
85,81,21,392
86,82,24,394
74,1,91,60
63,21,14,175
60,10,19,131
33,99,64,299
82,99,9,452
93,61,64,305
64,70,69,269
66,44,49,215
77,58,91,237
8,61,17,182
19,9,80,-15
79,54,9,311
35,37,68,113
27,78,86,202
31,44,25,169
30,5,28,47
21,91,21,294
84,11,70,131
12,37,65,70
100,12,64,172
9,34,78,42
9,19,49,26
16,90,49,253
28,89,1,322
16,73,8,243
33,95,28,323
71,87,35,368
56,41,48,187
82,10,6,188
94,13,58,169
57,32,69,141
6,13,45,6
55,15,72,83
33,68,25,245
76,35,84,173
25,25,85,40
50,67,62,239
93,19,89,154
71,8,61,105
87,39,85,206
33,63,10,245
72,96,3,429
59,66,18,298
55,69,98,219
61,43,71,180
41,83,40,291
60,26,82,116
39,73,96,201
88,23,18,227
45,3,74,25
10,68,80,144
14,68,85,147
65,98,51,373
27,13,36,57
4,43,55,82
12,88,77,211
15,37,58,83
43,62,28,244
31,3,62,9
10,28,20,84
23,18,65,35
46,93,91,280
91,56,57,293
32,66,59,203
4,88,15,257
57,38,74,154
3,66,14,190
13,96,12,302
49,70,42,266
64,40,59,189
36,34,56,118
22,74,35,231
15,30,58,62
56,72,46,282
47,53,44,209
46,40,71,141
41,95,14,353
41,35,41,146
42,100,35,349
5,18,42,22
68,8,92,68
99,19,31,224
45,84,32,310
42,50,93,141
56,12,63,85
43,50,24,212
85,24,46,196
28,89,67,256
55,65,88,217
96,85,54,393
19,77,11,258
31,35,55,112
35,97,11,350
27,52,55,155
99,98,34,458
9,64,12,198
54,15,96,57
55,92,2,384
92,50,24,310
89,68,10,372
66,51,23,262
27,9,58,23
99,98,39,453
30,12,78,18
2,62,61,129
67,71,18,329
42,100,76,308
45,72,71,235
31,29,78,71
92,46,34,288
74,62,90,244
41,42,42,166
9,23,31,56
66,36,17,223
4,18,44,18
51,81,66,279
43,57,25,232
58,29,71,132
36,6,24,66
65,10,11,149
69,13,28,149
87,75,68,331
78,74,58,320
4,76,31,205
71,58,69,247
24,13,89,-2
80,49,35,272
40,77,43,268
1,33,79,22
80,23,95,134
92,85,99,340
64,22,35,159
84,13,49,158
29,20,12,106
54,61,71,220
59,33,61,156
29,76,88,198
55,13,48,101
48,86,94,260
73,34,59,189
14,51,28,153
24,3,12,45
91,23,36,215
96,22,100,158
72,69,90,261
35,52,57,169
93,85,78,363
49,11,42,89
45,86,98,250
5,32,46,60
17,87,45,250
99,95,77,406
10,99,71,246
8,39,31,102
82,97,89,366
35,86,40,288
92,15,54,175
79,93,71,366
46,5,26,81
84,2,70,104
79,45,69,224
4,63,87,110
89,48,81,241
67,79,47,324
50,95,96,289
43,52,53,189
49,12,16,118
16,98,21,305
65,48,94,180
46,94,98,276
63,63,74,241
31,83,33,278
53,63,8,287
96,74,21,393
82,66,55,307
41,36,83,107
38,3,9,76
49,31,13,178
71,96,56,374
81,4,64,110
69,97,87,342
31,58,13,223
61,16,78,92
71,44,44,230
53,98,11,389
33,98,91,269
80,9,78,109
39,81,73,248
59,21,91,90
3,12,32,10
40,68,13,271
16,78,68,198
50,75,77,248
13,4,9,29
66,87,33,360
53,49,43,210
28,36,99,65
42,36,86,106
88,15,96,125
100,3,90,119
42,22,51,99
40,67,3,278
75,85,36,369
54,21,48,123
82,42,10,280
31,35,56,111
4,74,89,141
87,25,44,205
27,20,37,77
15,30,25,95
42,75,90,219
72,33,48,195
31,57,27,206
60,89,97,290
98,97,34,453
37,7,86,9
12,98,36,282
14,68,19,213
57,1,66,51
72,15,15,174
21,93,39,282
66,100,57,375
89,87,30,409
21,17,12,81
80,68,41,323
84,64,71,289
44,96,11,365
49,58,96,176
57,2,75,45
39,80,50,268
90,33,16,263
24,12,60,24
50,71,35,278
30,20,23,97
69,54,89,211
56,70,52,270
80,27,23,218
51,43,51,180
17,10,54,10
1,97,40,253
77,52,48,262
25,21,45,68
45,69,3,294
19,17,17,72
53,8,33,97
94,87,51,398
100,48,72,272
26,49,12,187
94,3,91,106
36,90,100,242
49,5,83,30
26,44,74,110
94,37,66,233
79,78,33,359
74,1,11,140
93,23,51,204
27,77,51,234
89,70,44,344
66,40,13,239
67,68,74,264
22,71,100,157
10,47,14,147
14,7,76,-27
22,9,43,28
52,13,28,115
90,49,43,284
78,48,70,230
65,4,73,69
62,80,85,279
5,33,65,44
54,32,34,170
20,86,29,269
81,42,20,268
9,27,69,30
58,44,44,204
97,86,6,446
6,9,43,-4
20,17,68,23
88,91,86,363
54,54,30,240
21,14,50,34
8,50,87,79
69,69,9,336
57,71,88,239
70,79,16,361
23,59,83,140
74,31,65,176
86,95,45,412
80,77,25,366
49,60,70,208
92,60,63,301
24,2,5,49
93,83,7,428
30,71,99,174
43,49,6,227
80,98,32,422
2,27,49,36
15,90,27,273
46,68,50,246
50,92,84,292
36,23,91,50
62,47,18,247
45,33,8,181
7,79,97,154
31,16,100,10
95,61,4,369
24,46,100,86
10,87,89,192
46,67,98,195
77,15,57,142
71,82,91,297
51,20,71,91
1,31,12,83
73,39,70,193
24,17,8,91
68,68,52,288
18,3,2,43
41,81,75,250
29,69,96,169
75,59,88,239
40,22,56,90
82,70,95,279
91,29,29,240
32,50,32,182
75,44,73,209
7,3,1,22
50,57,65,206
46,54,75,179
10,49,57,110
45,16,11,127
50,47,35,206
26,37,100,63
86,23,32,209
43,60,78,188
84,9,54,141
100,19,58,199
82,41,81,206
77,54,62,254
25,30,40,100
19,60,54,164
58,93,88,307
65,97,7,414
12,86,56,226
52,11,43,94
96,40,100,212
17,65,34,195
46,11,19,106
93,77,26,391
96,77,74,349
28,6,37,37
91,3,5,186
56,73,18,313
25,36,81,77
78,31,44,205
7,22,39,41
12,96,51,261
59,70,65,263
68,2,64,78
49,44,42,188
30,67,42,219
29,15,96,7
34,45,62,141
41,60,54,208
57,42,63,177
30,36,98,70
62,73,6,337
59,44,89,161
91,25,47,210
69,86,35,361
18,14,13,65
92,88,86,362
63,83,13,362
53,27,78,109
30,37,19,152
63,2,84,48
91,69,71,318
79,75,83,300
66,79,81,288
74,30,11,227
32,30,87,67
78,99,87,366
63,20,44,142
20,95,29,296
19,10,74,-6
52,48,46,202
89,56,31,315
73,41,32,237
66,63,20,301
46,8,76,40
84,97,18,441
76,30,77,165
46,29,99,80
44,17,60,79
99,94,77,403
95,63,20,359
59,88,83,299
48,90,70,296
33,92,4,338
23,67,9,238
97,82,55,385
63,9,8,145
55,49,90,167
83,85,76,345
35,7,45,46
2,98,85,213
93,87,30,417
3,1,89,-80
2,71,31,186
14,11,8,53
100,65,95,300
93,100,63,423
30,63,100,149
48,70,76,230
14,39,81,64
63,77,57,300
29,100,77,281
21,60,58,164
75,64,22,320
99,90,46,422
78,24,96,132
18,38,71,79
8,91,17,272
53,17,89,68
68,61,12,307
15,52,8,178
11,51,38,137
67,63,91,232
98,44,36,292
75,6,75,93
72,51,38,259
14,5,24,19
82,14,35,171
81,24,89,145
90,74,77,325
46,64,28,256
96,75,31,386
35,45,92,113
2,56,35,137
96,61,84,291
60,23,82,107
10,75,58,187
8,52,22,150
58,74,9,329
53,88,85,285
12,3,70,-37
28,91,9,320
12,22,50,40
66,55,4,293
25,60,74,156
96,66,93,297
17,30,35,89
83,89,74,359
95,23,85,174
73,65,67,274
68,37,68,179
14,68,57,175
39,54,52,188
17,10,74,-10
52,4,59,57
17,17,41,44
57,36,14,208
81,82,31,377
49,93,86,291
54,44,3,237
84,69,56,319
43,94,37,331
2,82,100,150
94,27,5,264
90,19,13,224
85,11,12,191
62,12,92,68
57,56,15,267
97,86,25,427
7,93,82,211
19,2,28,16
59,92,93,301
58,90,49,337
64,60,21,287
5,24,96,-14
84,26,43,203
99,14,94,146
62,71,4,333
37,6,84,8
20,85,1,294
56,47,19,234
49,27,70,109
94,72,23,381
4,49,67,88
68,82,23,359
58,3,25,100
39,28,9,153
19,7,62,-3
82,3,80,93
96,96,26,454
70,13,29,150
13,50,74,102
99,5,98,115
75,55,71,244
70,3,77,72
33,1,95,-26
27,32,75,75
99,76,52,374
60,98,7,407
52,34,96,110
72,29,92,139
66,6,60,90
33,37,52,125
82,82,67,343
77,42,89,191
47,78,7,321
82,38,52,226
94,40,75,233
57,8,74,64
62,73,94,249
69,85,58,335
92,71,81,316
41,36,15,175
41,47,45,178
79,58,94,238
22,52,15,185
69,17,48,141
91,22,39,209
29,50,25,183
3,95,74,217
93,71,54,345
52,68,12,296
30,74,42,240
42,28,61,107
32,39,99,82
25,84,59,243
12,28,3,105
3,27,10,77
30,42,54,132
62,39,63,178
64,92,87,317
1,15,52,-5
53,12,9,133
64,63,98,219
79,44,89,201
83,18,45,175
93,93,56,409
66,52,52,236
44,65,66,217
80,3,6,163
81,17,65,148
26,2,38,20
92,4,20,176
76,60,49,283
60,45,96,159
29,64,39,211
34,70,39,239
85,49,100,217
47,10,69,55
9,37,9,120
32,58,7,231
23,72,12,250
55,14,43,109
54,81,69,282
42,62,50,220
71,22,31,177
82,23,89,144
82,54,34,292
95,96,57,421
1,35,55,52
7,54,49,127
70,57,64,247
4,13,1,46
64,26,60,146
53,58,16,264
39,44,7,203
52,54,61,205
17,25,62,47
22,23,61,52
50,31,76,117
38,48,76,144
81,38,65,211
18,100,6,330
66,90,92,310
87,7,25,170
4,97,35,264
97,68,52,346
98,76,24,400
42,93,42,321
96,69,35,364
95,69,79,318
43,26,58,106
6,79,98,151
49,90,12,356
75,35,36,219
6,23,36,45
38,60,49,207
73,3,63,92
73,60,14,312
35,47,98,113
70,11,52,121
60,28,89,115
14,26,90,16
43,79,83,240
98,76,29,395
46,93,4,367
83,66,86,278
3,65,61,140
12,58,18,180
8,77,86,161
32,1,16,51
35,13,44,65
72,100,88,356
6,58,32,154
55,2,31,85
73,27,7,220
7,45,17,132
1,3,37,-26
68,99,17,416
79,92,36,398
20,27,38,83
77,91,35,392
12,51,47,130
3,47,86,61
21,26,85,35
89,99,50,425
58,4,48,80
50,13,77,62
9,48,63,99
10,16,72,-4
72,12,36,144
12,41,67,80
47,77,46,279
56,90,96,286
70,40,1,259
32,47,17,188
46,85,100,247
23,74,83,185
8,50,30,136
70,96,65,363
89,42,99,205
51,69,39,270
2,93,20,263
91,43,23,288
75,24,88,134
24,37,81,78
42,100,89,295
87,70,28,356
24,30,60,78
29,49,10,195
44,58,79,183
33,72,34,248
7,100,45,269
15,54,39,153
27,99,61,290
80,75,22,363
81,31,34,221
83,11,10,189
24,62,83,151
36,40,69,123
29,84,51,259
93,66,81,303
96,46,68,262
48,49,39,204
99,92,58,416
90,95,21,444
45,22,19,137
51,49,92,157
23,30,27,109
83,54,21,307
3,7,72,-45
32,33,79,84
71,37,64,189
37,85,12,317
81,75,51,336
10,70,66,164
23,100,72,274
78,3,37,128
71,86,82,318
47,20,37,117
37,11,66,41
84,65,68,295
25,16,40,58
99,16,7,239
28,76,15,269
83,42,28,264
50,64,74,218
24,15,67,26
38,23,54,91
43,16,37,97
65,6,28,120
100,89,36,431
92,86,61,381
53,27,54,133
100,8,51,173
84,5,37,146
77,11,18,169
33,60,23,223
67,91,21,386
59,71,69,262
52,36,27,185
54,14,65,85
79,48,97,205
24,71,61,200
75,42,29,247
79,92,29,405
36,98,66,300
86,44,16,288
52,2,27,83
65,5,54,91
97,95,42,437
7,51,95,72
91,63,84,287
20,58,31,183
1,4,62,-48
42,75,87,222
35,15,44,71
84,94,53,397
58,74,3,335
10,31,71,42
84,12,75,129
59,6,19,117
11,9,82,-33
29,16,68,38
10,26,3,95
10,99,88,229
73,30,15,221
30,58,94,140
83,70,16,360
100,81,15,428
90,28,21,243
21,13,17,64
91,99,32,447
95,50,11,329
41,88,82,264
90,4,55,137
40,2,88,-2
48,22,96,66
77,78,5,383
12,25,55,44
83,31,37,222
18,43,83,82
55,38,72,152
23,21,92,17
23,76,79,195
48,41,40,179
59,93,52,345
66,75,53,304
34,6,95,-9
26,65,83,164
21,75,70,197
52,34,45,161
73,44,51,227
47,65,61,228
25,79,69,218
62,61,71,236
62,45,47,212
49,100,83,315
31,71,7,268
76,34,8,246
55,88,78,296
15,31,76,47
43,23,22,133
18,53,2,193
80,97,63,388
61,63,10,301
94,19,68,177
66,91,47,358
35,10,14,86
10,50,3,167
74,100,99,349
31,50,31,181
18,75,3,258
70,35,60,185
62,93,69,334
54,79,56,289
37,36,51,131
57,33,45,168
15,17,35,46
2,76,89,143
99,79,29,406
12,69,23,208
92,54,62,284
59,31,62,149
78,94,31,407
73,68,67,283
25,96,71,267
41,71,34,261
11,63,8,203
26,21,82,33
57,71,16,311
43,12,78,44
25,89,51,266
46,57,48,215
15,87,60,231
36,93,20,331
83,80,40,366
39,64,49,221
93,56,19,335
53,98,42,358
46,12,50,78
21,15,71,16
89,35,80,203
27,88,73,245
34,61,19,232
46,14,91,43
60,88,70,314
22,89,4,307
56,83,92,269
76,42,86,192
5,42,22,114
8,98,61,249
53,98,64,336
62,89,89,302
100,45,70,265
86,12,16,192
73,48,57,233
80,56,7,321
94,94,15,455
48,4,83,25
89,79,44,371
41,16,44,86
50,91,82,291
43,25,42,119
24,54,69,141
42,49,96,135
33,97,43,314
65,84,29,353
5,100,5,305
32,53,98,125
19,20,22,76
26,93,62,269
2,58,93,85
79,89,10,415
68,21,37,162
73,16,99,95
22,22,100,10
4,22,49,25
92,26,77,185
8,25,1,90
89,62,83,281
39,81,90,231
41,18,54,82
76,71,59,306
1,62,23,165
33,68,27,243
77,84,26,380
25,81,54,239
69,24,100,110
83,43,84,211
56,98,83,323
66,12,74,94
31,29,49,100
72,26,1,221
86,54,31,303
24,99,48,297
33,73,2,283
78,63,29,316
11,87,7,276
76,47,65,228
25,95,23,312
90,11,20,193
50,22,74,92
4,91,91,190
24,40,16,152
10,44,68,84
67,74,42,314
22,19,97,4
89,90,31,417
93,52,15,327
38,57,40,207
7,8,38,0
90,19,27,210
51,75,56,271
93,68,43,347
81,92,1,437
59,36,94,132
68,73,5,350
13,17,40,37
66,12,85,83
59,10,29,119
40,15,87,38
87,15,77,142
73,13,79,106
2,2,97,-87
94,67,24,365
87,1,94,83
86,53,29,302
71,98,36,400
17,98,17,311
90,69,8,379
79,7,100,79
29,98,53,299
94,49,47,288
53,65,67,234
80,83,26,383
75,83,49,350
62,39,46,195
85,65,17,348
16,72,62,186
49,40,23,195
63,3,6,129
70,66,100,238
70,29,22,205
4,81,60,191
86,92,17,431
47,33,39,154
45,91,87,276
36,84,49,275
42,79,97,224
85,47,70,241
7,78,94,154
62,18,77,101
85,88,32,402
12,32,11,109
4,10,48,-10
34,23,26,111
7,12,81,-31
93,34,45,243
66,19,78,111
64,22,60,134
65,69,84,253
48,90,50,316
48,61,78,201
26,59,95,134
8,47,32,125
13,36,98,36
38,88,73,267
19,7,44,15
55,99,70,337
81,82,80,328
41,67,33,250
67,21,41,156
50,16,54,94
39,71,68,223
18,97,7,320
99,42,99,225
74,64,85,255
66,75,20,337
71,52,1,297
24,62,49,185
58,11,45,104
87,10,19,185
25,19,59,48
95,15,59,176
66,30,97,125
74,78,58,324
88,65,90,281
51,16,33,117
80,95,2,443
68,33,58,177
97,74,40,376
53,58,95,185
1,34,83,21
20,33,28,111
33,42,39,153
95,71,81,322
8,9,100,-57
83,75,68,323
21,75,59,208
71,47,35,248
94,35,12,281
3,33,76,29
33,42,9,183
10,11,74,-21
19,43,70,97
14,82,63,211
34,3,44,33
64,14,20,150
63,37,79,158
84,57,19,320
6,66,30,180
67,11,12,155
99,97,74,415
93,21,46,203
63,38,84,156
15,40,20,130
3,76,10,224
52,56,94,178
39,19,78,57
33,33,30,135
95,22,6,250
44,4,96,4
52,47,19,226
85,63,47,312
86,38,2,284
51,49,12,237
74,96,14,422
47,65,79,210
47,69,70,231
73,34,38,210
94,37,10,289
38,62,40,222
88,38,84,206
91,76,83,327
64,82,71,303
63,56,91,203
25,34,72,80
63,20,41,145
96,33,65,226
27,50,40,164
4,65,25,178
1,74,86,138
66,30,62,160
86,35,34,243
49,39,100,115
8,42,58,84
82,89,22,409
79,72,21,353
89,24,2,248
27,66,88,164
73,100,97,349
36,98,34,332
96,17,29,214
43,37,43,154
75,85,61,344
14,84,44,236
94,57,5,354
68,70,58,288
56,25,83,104
52,69,39,272
71,62,27,301
18,29,98,25
100,10,15,215
87,51,9,318
70,6,74,84
58,21,55,124
77,77,48,337
95,92,28,438
18,49,7,176
47,88,2,356
21,97,55,278
69,79,25,350
8,11,55,-6
76,2,67,91
57,29,94,107
89,64,34,336
