x,y,a,b,c,result
27,y2,94,67,77,188
28,y2,77,78,30,154
52,y1,60,6,90,156
38,y2,39,98,70,176
50,y2,88,3,19,198
27,y1,44,80,21,44
21,y1,8,41,64,8
23,y2,98,1,92,196
53,y1,39,93,29,161
33,y1,84,68,21,152
52,y2,90,77,10,267
42,y2,42,99,75,258
41,y1,80,76,71,227
20,y2,78,16,90,156
25,y1,21,43,7,21
46,y1,50,77,72,199
54,y2,39,90,20,188
30,y2,69,22,97,160
45,y2,27,69,98,221
22,y2,91,26,76,182
25,y1,72,69,25,72
32,y2,6,7,14,19
39,y1,74,75,46,149
42,y1,93,36,73,202
50,y1,44,40,65,149
41,y1,87,77,17,181
33,y1,56,94,89,150
20,y2,73,51,72,146
34,y2,100,28,84,228
44,y2,41,39,85,206
60,y1,21,41,61,123
58,y1,69,89,90,248
20,y2,87,21,19,174
27,y1,57,78,71,57
39,y2,21,34,90,76
40,y1,65,73,85,223
22,y1,76,8,22,76
34,y2,66,5,22,137
40,y2,96,44,36,272
45,y1,84,100,16,200
43,y2,88,89,55,320
37,y2,33,75,85,141
32,y1,89,79,12,168
48,y2,14,75,90,193
31,y2,34,32,69,100
26,y2,60,32,74,120
37,y1,18,39,44,57
46,y2,92,56,4,244
29,y2,5,95,41,10
55,y2,3,100,12,118
23,y2,40,23,51,80
49,y1,63,96,81,240
48,y1,37,29,11,77
53,y1,43,82,52,177
44,y1,33,10,23,66
27,y2,84,76,14,168
43,y2,31,24,58,144
45,y2,33,96,74,236
40,y2,40,87,9,176
31,y1,12,29,89,41
51,y2,25,61,21,132
40,y1,38,99,70,207
55,y1,83,20,4,107
35,y1,4,88,62,92
30,y2,53,80,22,186
41,y1,10,51,89,150
58,y1,39,8,60,107
55,y1,29,60,21,110
39,y1,42,92,43,134
40,y2,92,63,54,301
56,y2,33,32,21,119
21,y1,98,54,17,98
24,y1,74,7,99,74
57,y1,51,95,95,241
27,y2,41,83,47,82
27,y1,3,73,52,3
58,y2,55,77,47,234
60,y2,15,47,23,100
25,y1,72,3,50,72
59,y1,31,53,40,124
54,y2,62,22,38,184
25,y2,65,38,82,130
33,y2,27,88,47,142
37,y1,77,13,38,90
29,y2,26,98,33,52
21,y2,79,44,82,158
23,y1,8,31,9,8
29,y2,69,70,63,138
59,y2,46,73,91,256
29,y2,63,13,37,126
52,y2,80,28,93,281
21,y2,25,47,1,50
31,y2,49,16,68,114
56,y2,4,49,34,91
21,y1,49,69,84,49
35,y2,40,53,51,133
42,y2,95,26,24,240
34,y2,85,12,54,182
56,y2,46,53,76,221
49,y1,91,11,11,113
38,y2,72,55,8,199
53,y2,25,32,36,118
47,y2,55,77,60,247
21,y1,75,67,13,75
42,y1,57,7,44,108
36,y1,30,99,71,129
29,y1,55,72,95,55
60,y2,42,17,22,123
42,y2,25,25,4,79
54,y2,17,22,29,85
45,y1,80,77,51,208
47,y1,63,40,90,193
44,y2,68,69,96,301
26,y2,14,99,34,28
26,y1,66,89,72,66
36,y2,34,53,31,121
56,y1,33,93,43,169
47,y2,78,80,65,301
46,y1,59,39,80,178
32,y2,53,70,81,176
39,y2,67,96,76,230
30,y2,98,36,39,232
30,y1,76,56,73,132
44,y2,69,81,89,308
36,y1,95,36,1,131
35,y1,29,90,62,119
25,y2,5,54,72,10
37,y2,81,67,35,229
38,y1,47,56,67,103
22,y2,79,17,89,158
21,y2,3,20,95,6
29,y2,77,38,56,154
37,y2,82,57,68,221
56,y1,61,3,57,121
47,y1,21,16,72,109
29,y1,50,56,81,50
27,y1,75,33,72,75
44,y2,78,49,42,247
28,y1,23,56,32,23
38,y1,78,62,55,140
48,y1,11,73,14,98
23,y2,29,97,54,58
33,y1,29,74,96,103
40,y1,61,67,18,146
30,y1,10,92,38,102
45,y2,57,15,79,208
56,y1,21,90,37,148
59,y1,61,52,11,124
26,y2,48,66,51,96
54,y1,36,12,79,127
42,y1,99,23,37,159
40,y1,60,51,73,184
54,y2,28,46,55,157
53,y1,72,100,65,237
21,y2,87,24,91,174
26,y1,49,72,87,49
38,y1,67,52,81,119
24,y2,78,63,75,156
35,y1,4,62,89,66
43,y1,27,10,98,135
33,y1,84,54,17,138
53,y2,19,61,51,150
42,y1,24,80,93,197
55,y1,51,97,25,173
49,y2,23,51,99,196
36,y2,92,80,52,264
55,y1,63,81,82,226
59,y1,65,66,70,201
54,y1,41,46,68,155
27,y1,72,30,87,72
20,y2,12,50,65,24
56,y2,17,73,26,133
33,y1,13,18,16,31
52,y1,60,88,55,203
32,y1,79,9,20,88
25,y2,10,5,4,20
22,y2,52,83,31,104
50,y1,83,14,81,178
39,y1,66,58,77,124
55,y1,98,92,18,208
50,y2,81,15,99,276
45,y1,16,12,5,33
32,y1,37,43,98,80
60,y1,64,8,67,139
22,y2,34,40,67,68
48,y1,30,75,4,109
33,y1,99,45,12,144
60,y2,54,37,64,209
60,y2,2,85,92,181
36,y1,99,38,55,137
55,y2,58,62,85,263
26,y1,59,50,31,59
28,y2,70,31,53,140
37,y1,95,55,10,150
24,y2,16,68,9,32
34,y1,77,19,14,96
44,y2,34,25,48,141
51,y1,88,88,61,237
48,y1,81,36,43,160
23,y1,33,53,89,33
26,y1,95,99,27,95
57,y1,55,97,1,153
53,y1,40,34,59,133
33,y1,60,38,45,98
42,y1,87,63,38,188
58,y2,8,31,77,124
42,y1,94,14,42,150
50,y2,98,73,65,334
38,y1,78,87,72,165
53,y2,71,22,28,192
42,y1,32,65,59,156
27,y1,18,7,19,18
57,y2,40,49,13,142
38,y1,21,74,68,95
54,y2,49,64,1,163
33,y2,53,46,91,152
23,y2,34,83,47,68
33,y1,43,12,96,55
20,y1,96,26,16,96
34,y1,84,12,86,96
23,y1,79,79,28,79
34,y2,60,45,90,165
34,y1,63,63,20,126
20,y2,62,74,55,124
58,y1,84,56,38,178
50,y2,69,94,7,239
33,y1,43,58,3,101
46,y2,15,89,11,130
59,y2,97,80,83,357
50,y2,96,67,25,284
42,y2,41,48,69,199
21,y2,63,22,52,126
40,y2,42,72,90,246
20,y2,26,45,53,52
29,y2,65,6,56,130
35,y1,85,55,87,140
23,y1,84,63,8,84
44,y1,37,38,42,117
53,y1,5,90,96,191
44,y2,83,42,13,221
56,y1,51,63,2,116
30,y2,93,14,57,200
28,y2,21,42,15,42
60,y2,6,69,62,143
53,y2,84,45,45,258
41,y1,64,54,11,129
40,y2,70,96,18,254
22,y2,24,20,34,48
46,y2,66,77,65,274
39,y2,13,75,53,101
31,y1,81,6,46,87
49,y1,11,41,36,88
29,y2,94,4,45,188
30,y2,3,82,69,88
20,y2,38,29,31,76
38,y2,95,86,89,276
55,y2,24,12,40,100
33,y2,94,33,4,221
28,y1,6,81,5,6
37,y2,42,93,80,177
54,y2,12,4,76,104
46,y2,96,78,44,314
20,y2,38,51,78,76
32,y1,81,41,68,122
23,y1,28,71,33,28
22,y2,85,44,63,170
39,y1,23,29,96,52
23,y2,9,22,80,18
33,y1,74,1,95,75
58,y2,24,52,71,171
48,y2,12,48,77,149
32,y2,77,95,91,249
25,y1,30,10,74,30
36,y1,44,28,21,72
55,y1,94,29,27,150
32,y2,37,90,13,164
46,y2,98,38,77,311
44,y1,56,42,17,115
51,y1,24,67,88,179
35,y2,31,71,35,133
52,y1,42,21,13,76
33,y1,71,5,13,76
23,y1,82,59,72,82
37,y2,62,3,99,127
47,y1,94,20,12,126
45,y1,45,73,90,208
38,y1,80,49,71,129
57,y2,63,15,56,197
54,y2,5,54,12,76
51,y2,96,65,53,310
54,y1,46,6,27,79
40,y2,45,87,57,234
49,y2,36,58,31,161
24,y2,55,43,75,110
20,y1,61,63,95,61
41,y2,40,90,14,184
21,y1,76,64,74,76
32,y1,45,89,19,134
48,y2,62,21,90,235
59,y2,88,25,72,273
41,y2,49,62,77,237
29,y2,62,19,65,124
50,y2,10,1,93,114
58,y1,21,23,60,104
47,y2,80,83,35,278
40,y1,78,91,67,236
60,y2,33,81,65,212
43,y2,34,22,21,111
28,y1,34,54,93,34
24,y2,18,24,59,36
35,y2,89,71,1,249
55,y2,53,28,27,161
38,y2,35,79,91,149
51,y1,33,40,23,96
25,y1,13,7,93,13
28,y1,4,66,11,4
48,y1,18,34,77,129
55,y1,90,48,15,153
28,y2,86,54,88,172
58,y2,20,65,77,182
35,y1,72,39,32,111
51,y2,7,65,33,112
32,y2,88,67,66,243
23,y2,20,53,61,40
37,y1,38,17,81,55
29,y2,82,18,29,164
49,y2,45,26,74,190
33,y1,34,32,47,66
58,y2,42,16,90,190
54,y2,55,39,10,159
39,y1,47,86,88,133
30,y1,79,71,95,150
25,y2,24,1,41,48
29,y1,46,54,5,46
29,y2,79,80,60,158
49,y1,5,85,68,158
31,y2,90,39,72,219
23,y2,41,78,26,82
24,y1,18,37,98,18
31,y1,12,85,38,97
33,y2,19,47,78,85
34,y1,96,65,59,161
23,y2,77,87,41,154
55,y1,18,74,83,175
54,y1,42,75,8,125
28,y1,7,3,22,7
33,y1,76,20,11,96
45,y2,33,68,31,165
29,y2,16,71,31,32
47,y1,84,79,54,217
41,y2,77,15,44,213
55,y2,56,2,43,157
20,y2,49,15,74,98
29,y2,70,91,55,140
42,y1,26,11,38,75
58,y2,20,86,92,218
30,y1,10,4,27,14
34,y1,63,31,98,94
43,y1,67,82,76,225
31,y2,33,7,9,73
28,y1,42,6,69,42
30,y2,44,32,57,120
23,y1,80,91,94,80
31,y2,46,12,96,104
41,y2,3,64,70,140
36,y2,41,98,78,180
38,y1,57,16,25,73
47,y1,26,59,96,181
48,y2,21,51,39,132
33,y2,76,99,11,251
57,y2,100,83,29,312
38,y2,44,48,62,136
56,y1,68,54,1,123
34,y2,24,88,9,136
27,y1,49,56,4,49
37,y1,90,47,73,137
43,y2,10,7,73,100
23,y1,77,9,62,77
28,y1,70,8,61,70
30,y1,85,52,21,137
55,y2,39,84,93,255
26,y2,79,63,64,158
34,y1,52,69,53,121
47,y2,10,61,58,139
31,y1,81,21,35,102
53,y1,35,24,56,115
42,y2,3,58,74,138
36,y2,18,35,17,71
49,y1,25,8,93,126
36,y1,5,47,99,52
29,y2,38,21,47,76
57,y2,36,3,66,141
23,y2,62,49,56,124
51,y2,62,61,9,194
24,y2,86,25,60,172
45,y2,84,53,47,268
20,y2,23,29,59,46
55,y1,78,40,93,211
39,y2,29,27,11,85
52,y2,21,15,82,139
53,y2,7,64,8,86
21,y1,97,37,48,97
29,y2,47,53,1,94
52,y1,83,76,91,250
34,y2,69,90,27,228
20,y2,35,27,33,70
45,y2,54,93,22,223
44,y2,30,77,100,237
34,y2,87,48,27,222
46,y1,64,99,33,196
21,y2,38,23,20,76
29,y1,30,39,78,30
20,y2,69,13,54,138
23,y2,93,12,84,186
59,y2,64,41,39,208
53,y1,71,91,11,173
21,y1,13,98,62,13
56,y1,98,46,28,172
22,y2,30,78,28,60
55,y1,94,54,87,235
43,y1,6,78,6,90
52,y1,3,18,77,98
24,y2,24,98,91,48
57,y2,68,73,34,243
26,y2,2,49,27,4
53,y1,91,29,91,211
28,y1,40,99,83,40
29,y1,21,5,32,21
41,y2,73,30,37,213
60,y1,39,25,1,65
27,y1,21,65,26,21
48,y2,48,12,43,151
42,y1,100,96,54,250
27,y2,20,89,86,40
60,y1,96,88,25,209
48,y2,78,62,40,258
34,y2,50,94,6,194
27,y2,90,71,77,180
49,y1,8,52,41,101
50,y2,23,8,2,56
29,y2,46,65,38,92
48,y1,23,32,96,151
39,y2,52,80,54,184
57,y1,87,83,19,189
55,y2,72,18,73,235
52,y1,16,21,98,135
35,y2,69,59,87,197
58,y1,70,59,75,204
56,y1,9,8,82,99
49,y2,4,15,36,59
58,y1,34,13,92,139
22,y2,86,100,87,172
33,y1,73,55,57,128
20,y1,10,93,89,10
44,y2,1,16,77,95
53,y1,70,14,92,176
56,y2,61,96,74,292
26,y1,92,15,57,92
41,y1,97,50,57,204
24,y2,16,29,38,32
27,y2,10,57,20,20
60,y1,73,73,5,151
40,y2,62,62,89,275
42,y1,60,16,8,84
28,y1,32,24,45,32
43,y2,52,9,61,174
48,y1,47,44,85,176
56,y2,53,82,21,209
21,y2,63,32,88,126
36,y2,84,66,39,234
24,y1,19,40,25,19
33,y1,93,54,75,147
26,y2,29,33,42,58
24,y1,39,58,91,39
25,y1,92,18,45,92
58,y2,87,37,17,228
32,y1,74,93,43,167
40,y2,53,32,51,189
38,y2,73,33,55,179
43,y1,27,92,23,142
41,y1,58,49,57,164
60,y1,57,74,65,196
37,y1,45,27,39,72
52,y1,91,95,52,238
49,y2,34,83,40,191
33,y2,57,34,66,148
28,y2,5,1,43,10
31,y2,22,21,47,65
43,y1,97,68,17,182
60,y1,95,8,49,152
40,y1,2,11,27,40
22,y1,7,20,97,7
55,y2,62,16,29,169
44,y2,27,42,1,97
47,y2,29,20,68,146
50,y1,22,46,91,159
31,y1,12,25,34,37
44,y2,82,26,32,222
28,y2,65,93,19,130
36,y2,100,82,34,282
54,y2,83,69,91,326
36,y1,53,21,18,74
48,y1,98,18,84,200
31,y1,20,45,56,65
24,y1,75,49,81,75
42,y1,93,6,86,185
56,y1,54,49,1,104
43,y1,70,23,85,178
34,y1,16,68,73,84
46,y2,54,18,67,193
32,y1,45,42,88,87
37,y1,7,8,48,15
47,y2,48,98,62,256
47,y1,12,15,20,47
27,y2,2,78,85,4
22,y1,21,57,9,21
57,y2,33,36,73,175
26,y1,95,75,79,95
34,y2,34,1,61,69
58,y1,62,6,97,165
60,y2,11,53,23,98
39,y1,9,51,59,60
42,y2,11,85,59,166
50,y2,81,7,38,207
47,y2,56,8,95,215
41,y2,26,55,38,145
23,y1,7,18,77,7
40,y2,55,33,31,174
52,y1,88,53,12,153
55,y2,3,57,35,98
24,y1,65,39,4,65
45,y1,40,57,45,142
47,y2,89,22,13,213
32,y1,1,38,43,39
42,y1,25,38,66,129
21,y2,62,72,27,124
59,y1,36,81,89,206
27,y1,37,57,49,37
40,y1,57,18,82,157
21,y2,7,38,64,14
54,y1,30,83,59,172
44,y1,3,12,90,105
23,y2,25,22,17,50
39,y1,53,68,10,121
37,y2,78,53,80,209
48,y2,25,68,87,205
30,y2,97,98,81,292
42,y1,43,78,55,176
25,y1,45,23,30,45
51,y1,31,36,45,112
31,y1,31,63,89,94
40,y1,19,49,59,127
57,y1,88,48,81,217
39,y2,52,94,87,198
22,y2,30,63,92,60
48,y1,64,90,28,182
27,y2,32,63,2,64
42,y2,32,46,17,127
43,y1,4,92,53,149
48,y2,61,72,2,196
24,y2,11,24,59,22
26,y1,77,49,96,77
41,y1,98,86,72,256
51,y2,2,73,46,123
25,y2,60,39,15,120
37,y1,49,27,15,76
24,y1,88,30,100,88
27,y1,27,70,45,27
22,y1,100,19,30,100
46,y1,18,29,76,123
46,y1,36,35,33,104
40,y1,40,14,37,91
49,y2,11,53,99,174
25,y2,68,49,21,136
42,y1,97,10,21,128
26,y2,83,18,61,166
29,y2,61,38,53,122
56,y2,6,51,57,120
37,y1,58,40,27,98
29,y2,73,52,65,146
51,y1,94,86,82,262
35,y2,3,8,62,14
47,y1,86,70,95,251
58,y2,44,23,10,121
31,y1,56,3,6,59
48,y2,89,27,29,234
33,y1,47,17,2,64
58,y1,12,89,98,199
31,y2,6,65,42,77
24,y2,23,58,23,46
26,y1,79,83,72,79
36,y1,42,69,27,111
27,y1,65,43,94,65
33,y2,47,26,43,120
36,y1,73,7,98,80
44,y2,88,22,69,267
41,y2,46,17,59,168
54,y2,28,56,35,147
38,y2,46,90,96,182
26,y2,95,91,97,190
23,y1,34,91,12,34
53,y2,65,15,52,197
30,y2,37,86,49,160
24,y1,46,34,66,46
21,y2,88,63,94,176
27,y1,16,3,5,16
25,y1,79,2,33,79
44,y1,44,56,74,174
36,y2,56,8,84,120
30,y2,84,3,95,171
35,y1,73,66,16,139
29,y2,24,13,31,48
46,y1,4,7,76,87
27,y2,70,69,74,140
46,y1,83,50,32,165
51,y2,77,80,73,307
45,y1,68,79,44,191
54,y1,83,15,97,195
22,y1,45,5,42,45
21,y1,53,44,43,53
49,y1,49,13,4,66
28,y1,17,6,41,17
55,y2,92,22,88,294
20,y1,40,1,14,40
23,y1,85,3,39,85
21,y2,48,42,35,96
48,y2,55,6,28,144
53,y1,36,49,25,110
34,y2,50,50,14,150
49,y1,57,3,55,115
25,y2,35,65,31,70
28,y1,25,97,79,25
31,y1,69,18,59,87
42,y2,60,54,71,245
33,y2,44,74,81,162
22,y1,44,19,25,44
33,y2,93,58,16,244
51,y1,45,38,70,153
35,y1,27,30,96,57
55,y1,40,64,75,179
23,y1,32,46,95,32
57,y1,63,52,11,126
20,y1,7,29,34,7
48,y2,13,49,37,112
23,y2,37,1,53,74
55,y2,19,92,31,161
32,y2,86,78,48,250
50,y2,8,3,96,115
52,y2,41,73,41,196
53,y2,98,47,62,305
51,y2,27,82,72,208
60,y1,2,17,15,34
50,y2,36,79,71,222
53,y2,59,49,81,248
56,y2,23,64,28,138
33,y2,15,18,2,48
54,y2,2,77,95,176
51,y2,19,74,88,200
56,y2,90,13,44,237
39,y2,61,92,64,214
55,y1,64,59,48,171
32,y1,53,91,73,144
24,y2,17,93,100,34
24,y2,40,43,83,80
53,y1,93,34,63,190
58,y1,33,51,31,115
21,y1,9,11,63,9
39,y1,6,44,34,50
36,y2,22,72,12,116
21,y2,70,76,32,140
59,y2,38,22,61,159
20,y1,61,90,69,61
52,y1,59,10,56,125
49,y2,17,24,1,59
56,y1,94,24,32,150
57,y1,70,28,15,113
52,y2,68,46,46,228
32,y1,74,80,14,154
57,y1,26,55,13,94
59,y1,95,40,25,160
59,y1,67,66,19,152
22,y2,18,27,15,36
57,y2,12,31,19,74
35,y2,46,1,50,93
44,y2,90,62,53,295
59,y1,81,97,16,194
20,y2,37,35,81,74
24,y1,34,81,47,34
57,y2,13,93,88,207
42,y2,9,99,11,128
48,y2,15,7,59,96
42,y1,82,93,57,232
41,y2,73,1,47,194
56,y1,56,81,37,174
56,y1,95,69,19,183
43,y1,46,50,86,182
55,y1,100,78,17,195
40,y2,29,30,65,153
39,y1,15,94,61,109
30,y1,4,80,55,84
46,y1,46,78,69,193
42,y1,56,25,32,113
60,y2,54,4,45,157
42,y2,32,88,21,173
32,y1,35,54,80,89
59,y2,35,91,84,245
59,y2,60,36,41,197
37,y1,32,75,54,107
42,y1,16,4,74,94
43,y2,92,38,56,278
23,y1,16,85,49,16
42,y1,79,85,14,178
35,y1,70,25,9,95
40,y2,45,21,35,146
26,y1,22,60,94,22
49,y2,92,87,79,350
42,y2,42,77,3,164
27,y1,3,87,22,3
30,y2,27,65,1,119
60,y2,24,14,93,155
54,y2,35,47,73,190
57,y2,63,3,3,132
22,y2,71,57,20,142
31,y2,66,51,3,183
57,y2,66,22,2,156
54,y2,22,37,44,125
33,y2,62,99,23,223
23,y1,75,74,37,75
27,y2,7,36,68,14
35,y1,23,27,81,50
56,y2,61,62,64,248
21,y2,74,17,89,148
46,y2,43,63,32,181
32,y1,26,54,52,80
50,y2,9,74,81,173
53,y2,3,23,10,39
23,y2,89,10,76,178
52,y1,51,69,20,140
31,y1,47,39,87,86
46,y2,41,73,29,184
31,y2,51,83,54,185
37,y1,35,7,97,42
42,y1,2,49,60,111
50,y1,97,71,63,231
57,y2,57,78,53,245
53,y2,71,85,35,262
38,y2,11,28,82,50
39,y1,89,50,74,139
42,y1,73,56,11,140
48,y2,46,45,2,139
59,y2,45,71,20,181
22,y1,80,35,22,80
60,y1,38,51,59,148
33,y2,83,36,75,202
24,y1,92,83,20,92
44,y2,3,19,27,52
20,y1,42,27,12,42
33,y2,3,27,97,33
32,y1,67,38,77,105
40,y1,63,95,8,166
30,y2,79,64,48,222
52,y2,5,43,96,149
37,y2,45,4,67,94
40,y1,51,14,80,145
36,y2,25,43,3,93
48,y2,37,23,86,183
28,y2,52,80,90,104
43,y2,83,60,91,317
52,y2,17,74,93,201
42,y1,3,50,16,69
60,y1,39,50,49,138
25,y1,56,94,95,56
33,y2,86,82,2,254
27,y2,24,15,89,48
34,y1,77,84,63,161
34,y2,73,82,97,228
21,y2,94,60,42,188
26,y2,70,58,22,140
27,y1,22,10,75,22
40,y2,89,37,58,273
60,y2,71,96,89,327
24,y1,12,20,40,12
37,y2,18,20,100,56
55,y1,75,73,91,239
22,y2,42,39,27,84
52,y2,83,68,54,288
48,y1,17,62,62,141
50,y1,53,72,16,141
38,y2,39,51,23,129
30,y1,32,34,60,66
44,y1,60,15,70,145
48,y2,76,16,54,222
28,y2,83,7,100,166
35,y1,82,2,39,84
49,y2,71,44,56,242
56,y1,87,3,71,161
21,y1,49,84,69,49
22,y1,90,97,26,90
38,y2,85,70,21,240
39,y2,20,83,74,123
38,y1,70,61,37,131
50,y1,32,72,59,163
30,y1,71,43,79,114
34,y1,90,84,81,174
45,y2,31,3,14,79
37,y2,12,93,41,117
54,y1,14,85,29,128
39,y1,8,18,36,26
49,y1,38,100,53,191
39,y1,76,62,4,138
32,y1,87,10,21,97
46,y1,91,46,14,151
33,y1,53,74,46,127
48,y2,99,88,23,309
31,y2,52,45,56,149
42,y2,76,95,24,271
37,y1,71,27,65,98
49,y1,36,63,22,121
52,y1,11,73,21,105
21,y1,77,18,96,77
45,y1,26,49,38,113
43,y2,57,48,63,225
30,y1,54,37,83,91
27,y2,88,70,35,176
34,y2,95,47,54,237
41,y1,80,33,84,197
55,y2,2,51,80,135
38,y1,100,49,41,149
23,y1,14,39,39,14
49,y2,15,35,33,98
47,y1,6,31,73,110
33,y1,82,79,33,161
32,y1,45,71,83,116
25,y2,4,53,78,8
35,y1,94,16,47,110
46,y1,19,31,94,144
54,y2,72,33,39,216
56,y1,54,39,77,170
35,y2,90,95,17,275
23,y1,32,81,52,32
41,y2,32,20,34,118
43,y2,58,68,37,221
53,y2,66,36,21,189
30,y1,12,1,92,13
29,y2,20,95,36,40
21,y1,37,87,24,37
28,y1,81,38,98,81
53,y2,89,24,60,262
47,y1,52,65,53,170
22,y1,64,69,77,64
53,y2,39,9,17,104
56,y1,85,30,15,130
42,y1,98,48,20,166
24,y1,57,37,34,57
58,y2,35,30,55,155
24,y1,3,40,79,3
42,y2,73,53,34,233
58,y2,16,74,2,108
21,y2,35,85,55,70
40,y1,57,10,53,120
32,y1,9,52,13,61
46,y1,70,20,85,175
52,y2,33,13,74,153
48,y1,87,19,73,179
27,y2,6,68,45,12
38,y2,51,49,18,151
25,y1,58,56,90,58
33,y1,46,22,41,68
41,y2,84,59,90,317
46,y2,66,50,43,225
27,y2,81,3,80,162
20,y1,83,5,54,83
27,y2,11,67,13,22
24,y2,34,11,72,68
28,y1,73,54,23,73
50,y2,45,20,76,186
55,y1,97,81,95,273
38,y2,62,8,67,132
27,y1,25,67,91,25
60,y2,77,81,59,294
29,y1,12,75,32,12
26,y1,14,93,59,14
56,y2,62,100,96,320
52,y1,96,65,32,193
26,y1,62,87,15,62
59,y1,67,52,18,137
43,y1,81,21,51,153
32,y1,87,61,85,148
36,y2,20,17,3,57
50,y1,6,11,87,104
28,y2,24,54,26,48
20,y2,48,17,85,96
54,y2,74,6,74,228
22,y2,94,54,58,188
24,y1,78,31,53,78
43,y1,91,80,26,197
53,y1,19,56,35,110
31,y1,11,80,61,91
28,y2,50,97,85,100
28,y1,37,26,66,37
28,y2,19,82,85,38
57,y2,66,32,72,236
21,y2,7,68,7,14
33,y2,51,9,14,111
25,y2,50,83,34,100
47,y2,86,73,16,261
51,y2,27,69,65,188
54,y1,99,80,76,255
26,y1,2,93,19,2
36,y1,64,15,56,79
24,y1,60,93,93,60
25,y1,37,92,82,37
57,y2,99,86,22,306
39,y2,45,42,48,132
31,y1,19,66,11,85
26,y2,57,64,62,114
49,y1,89,80,12,181
39,y1,5,24,28,29
22,y1,75,55,10,75
60,y1,35,62,54,151
45,y2,71,60,65,267
55,y2,33,11,15,92
43,y1,63,6,100,169
27,y1,56,65,71,56
51,y1,72,74,60,206
33,y2,71,16,91,158
53,y1,19,96,96,211
42,y2,38,13,68,157
24,y2,22,57,72,44
39,y2,23,83,51,129
51,y2,15,65,100,195
50,y2,87,58,66,298
41,y2,49,18,20,136
31,y2,56,44,46,156
43,y1,64,50,26,140
30,y1,92,18,45,110
59,y2,44,91,82,261
41,y2,33,67,58,191
45,y2,86,40,40,252
38,y1,22,17,29,39
35,y1,18,48,57,66
56,y2,19,68,17,123
60,y2,90,53,45,278
21,y1,58,7,64,58
31,y1,18,39,52,57
57,y1,45,96,100,241
41,y2,6,74,23,109
36,y2,84,81,98,249
26,y2,17,29,30,34
32,y2,15,17,26,47
26,y2,92,96,13,184
55,y1,66,52,95,213
30,y2,44,14,46,102
26,y2,97,36,18,194
40,y1,21,33,48,102
42,y2,40,56,90,226
22,y2,24,75,45,48
45,y2,63,7,24,157
44,y1,47,4,41,92
31,y2,82,11,66,175
56,y1,68,51,86,205
23,y2,34,100,37,68
49,y2,42,91,1,176
20,y2,58,59,50,116
58,y2,44,15,48,151
39,y2,98,28,43,224
45,y1,51,96,2,149
21,y1,54,21,54,54
47,y2,96,54,93,339
54,y2,81,93,22,277
55,y1,98,86,45,229
56,y1,27,50,88,165
20,y2,57,58,40,114
56,y1,15,11,16,42
22,y1,67,8,51,67
30,y1,97,12,31,109
42,y2,78,74,23,253
45,y1,63,69,61,193
60,y2,61,38,45,205
35,y2,74,17,26,165
24,y2,57,2,70,114
56,y2,43,66,74,226
30,y1,74,83,8,157
47,y2,85,41,90,301
37,y1,58,3,44,61
27,y1,55,28,2,55
54,y1,79,28,19,126
41,y1,69,79,70,218
23,y1,67,94,89,67
33,y2,32,97,1,161
33,y1,55,37,17,92
47,y1,7,61,59,127
36,y1,72,13,22,85
42,y2,85,79,74,323
58,y2,1,86,63,151
32,y2,35,8,21,78
58,y1,17,1,8,26
31,y1,7,37,95,44
24,y1,55,17,40,55
52,y1,99,9,25,133
60,y1,5,8,19,32
37,y2,12,100,15,124
46,y2,19,47,76,161
46,y2,19,4,10,52
46,y1,13,87,79,179
51,y2,68,100,90,326
55,y2,97,1,11,206
43,y2,14,31,39,98
49,y2,68,27,8,171
41,y1,82,53,94,229
36,y1,97,74,8,171
33,y2,70,79,99,219
58,y1,55,54,33,142
38,y1,12,77,5,89
40,y2,24,51,9,108
40,y1,3,92,32,127
20,y1,51,84,29,51
28,y2,83,25,24,166
39,y1,22,80,35,102
22,y2,100,66,35,200
26,y1,7,9,85,7
45,y1,84,95,39,218
37,y2,42,46,49,130
30,y2,68,7,91,143
52,y2,12,99,94,217
35,y1,26,91,99,117
43,y2,38,64,46,186
44,y1,69,45,13,127
48,y2,98,100,32,328
21,y1,90,43,97,90
48,y2,32,19,86,169
28,y1,5,21,100,5
57,y2,96,61,50,303
42,y1,59,22,56,137
42,y1,63,52,29,144
30,y2,78,93,56,249
56,y2,28,11,34,101
26,y1,35,22,1,35
29,y1,28,82,39,28
42,y1,28,65,90,183
29,y1,75,61,13,75
45,y2,98,1,72,269
33,y2,46,12,43,104
35,y1,52,23,8,75
26,y2,82,23,28,164
30,y2,93,77,92,263
53,y2,59,21,55,194
38,y1,4,34,23,38
23,y2,67,94,24,134
56,y1,24,53,76,153
38,y2,73,33,80,179
42,y1,59,97,37,193
41,y2,45,15,85,190
50,y2,81,67,71,300
53,y1,97,21,18,136
38,y2,29,52,69,110
47,y1,36,43,85,164
20,y1,93,40,69,93
47,y1,97,21,16,134
56,y1,69,8,33,110
23,y2,70,5,57,140
20,y2,47,5,80,94
28,y2,97,50,38,194
51,y1,34,1,11,46
46,y1,87,80,4,171
20,y1,33,71,3,33
23,y2,63,30,27,126
58,y2,44,56,52,196
33,y1,23,46,92,69
57,y1,97,66,19,182
38,y2,72,84,100,228
34,y2,42,14,34,98
44,y2,16,67,19,118
57,y1,52,51,76,179
25,y2,24,6,46,48
44,y1,29,7,31,67
