x,a,b,c,result
29,41,1,55,41
60,29,81,10,120
53,77,13,13,103
54,9,21,40,70
21,86,5,51,86
24,60,56,81,60
22,81,37,99,81
52,42,47,58,147
50,31,91,95,217
43,97,77,75,249
23,83,81,47,83
60,72,56,67,195
59,38,67,48,153
20,90,23,54,90
21,56,56,41,56
41,51,73,30,154
48,3,29,100,132
41,98,91,53,242
50,36,22,91,149
45,19,35,96,150
47,55,6,45,106
41,38,68,59,165
55,25,6,12,43
21,89,35,39,89
57,78,21,10,109
21,10,76,77,10
35,67,24,14,91
46,51,31,30,112
30,43,18,20,61
40,22,82,77,181
40,93,14,36,143
29,14,59,48,14
46,8,48,77,133
56,28,97,56,181
33,32,100,76,132
48,37,97,25,159
22,81,35,4,81
33,33,25,73,58
42,100,55,60,215
31,37,61,64,98
25,39,20,16,39
47,26,61,80,167
40,10,2,16,28
42,73,91,27,191
53,57,71,44,172
24,52,96,50,52
46,71,3,95,169
27,14,33,95,14
58,30,86,14,130
24,56,12,35,56
55,65,85,92,242
44,99,88,19,206
37,33,91,43,124
55,58,96,42,196
20,90,29,34,90
45,1,1,7,9
57,90,28,49,167
21,98,48,43,98
45,68,24,48,140
57,69,5,54,128
48,83,40,32,155
25,56,88,87,56
43,21,13,76,110
37,83,54,80,137
30,67,24,85,91
31,46,84,99,130
57,62,11,92,165
31,7,41,44,48
52,22,92,56,170
48,16,90,5,111
60,89,21,81,191
43,12,81,6,99
58,32,77,68,177
57,45,24,23,92
28,8,44,32,8
32,95,2,28,97
40,58,10,59,127
48,74,67,33,174
52,84,74,94,252
33,20,57,22,77
50,47,66,99,212
31,6,28,96,34
49,48,99,12,159
32,80,27,13,107
44,45,34,94,173
25,13,2,15,13
46,5,84,21,110
49,44,84,42,170
59,4,79,80,163
56,93,4,72,169
28,21,74,49,21
51,14,68,11,93
20,8,95,30,8
31,9,67,26,76
40,1,55,92,148
33,28,50,69,78
46,48,52,45,145
39,36,2,42,38
58,46,96,5,147
48,99,88,61,248
50,34,60,98,192
36,96,58,50,154
54,31,91,99,221
29,71,72,48,71
49,37,90,57,184
51,75,33,48,156
59,33,49,91,173
59,59,90,49,198
32,27,58,78,85
21,39,37,100,39
53,90,88,36,214
46,36,16,81,133
59,100,18,95,213
54,61,37,44,142
48,24,58,24,106
41,45,54,7,106
45,50,93,54,197
47,6,76,28,110
21,13,1,42,13
31,41,10,73,51
49,77,42,63,182
59,58,97,35,190
43,68,16,28,112
60,27,11,24,62
56,68,55,6,129
27,4,14,60,4
57,81,59,38,178
30,13,6,73,19
47,45,81,35,161
57,97,32,41,170
29,5,27,22,5
41,51,65,89,205
28,31,87,77,31
38,12,36,13,48
50,22,86,54,162
28,38,17,93,38
46,69,37,56,162
57,50,49,43,142
29,68,88,63,68
32,56,94,43,150
43,75,100,1,176
36,72,26,82,98
60,55,54,72,181
20,37,68,37,37
53,94,32,37,163
43,19,19,81,119
31,58,43,19,101
21,65,9,87,65
23,64,61,91,64
24,8,23,28,8
21,21,95,83,21
54,11,53,74,138
34,96,15,16,111
33,40,70,40,110
52,63,25,97,185
41,33,62,26,121
43,63,7,74,144
24,99,15,55,99
37,32,92,25,124
57,95,58,37,190
51,85,51,28,164
50,86,1,23,110
24,67,59,34,67
51,77,32,97,206
53,57,19,17,93
50,2,27,96,125
40,35,5,16,56
34,75,87,95,162
36,64,92,80,156
41,74,33,86,193
21,72,49,38,72
24,31,34,47,31
36,27,50,71,77
42,41,39,59,139
58,67,53,81,201
30,21,85,40,106
20,80,11,49,80
54,2,7,88,97
38,10,5,86,15
46,32,73,88,193
28,68,88,10,68
49,14,54,24,92
42,20,59,40,119
53,94,91,83,268
37,25,63,76,88
53,25,8,37,70
38,65,69,20,134
33,83,31,77,114
27,10,61,36,10
32,1,63,25,64
40,28,79,1,108
39,32,46,2,78
45,88,38,60,186
54,10,43,57,110
29,68,18,90,68
25,66,30,6,66
30,41,97,89,138
53,22,90,47,159
33,11,8,4,19
24,99,95,73,99
51,94,100,95,289
60,31,93,85,209
25,26,24,23,26
28,38,6,81,38
31,12,85,59,97
30,97,63,59,160
31,58,26,28,84
36,27,5,23,32
59,15,36,17,68
56,85,62,69,216
60,98,47,86,231
46,39,69,45,153
58,38,29,94,161
38,8,58,28,66
48,87,13,16,116
22,43,76,58,43
57,3,18,6,27
58,33,1,30,64
59,38,47,95,180
32,27,64,3,91
24,9,29,61,9
31,65,75,95,140
38,53,31,73,84
38,22,11,57,33
21,16,86,39,16
44,77,89,23,189
53,27,4,60,91
33,13,82,85,95
58,15,16,59,90
37,88,40,55,128
30,37,93,15,130
49,60,12,22,94
32,4,35,22,39
57,11,73,28,112
44,16,97,17,130
25,25,33,6,25
55,44,71,23,138
56,40,85,58,183
40,2,60,34,96
43,61,49,38,148
57,14,73,18,105
24,15,24,19,15
20,78,78,55,78
30,98,33,39,131
43,93,11,91,195
44,92,71,15,178
52,5,71,26,102
23,21,92,16,21
56,34,39,70,143
24,24,33,51,24
25,9,20,34,9
32,76,66,13,142
55,63,12,20,95
26,15,82,79,15
56,5,52,17,74
56,100,47,57,204
45,54,53,63,170
39,18,43,69,61
24,39,93,63,39
21,84,32,58,84
55,42,16,96,154
44,33,37,2,72
31,81,54,96,135
50,80,84,98,262
54,7,88,61,156
55,13,18,40,71
54,48,61,12,121
27,88,59,70,88
37,98,75,9,173
31,76,20,59,96
21,9,36,49,9
33,85,80,18,165
24,99,21,22,99
56,38,28,60,126
41,89,37,91,217
48,54,44,21,119
56,35,49,86,170
59,28,10,47,85
49,21,12,6,39
24,51,53,64,51
46,75,71,46,192
24,20,49,92,20
36,50,97,56,147
53,54,21,5,80
32,33,35,98,68
39,89,36,85,125
54,6,97,41,144
57,21,81,50,152
37,61,76,90,137
46,97,90,93,280
56,46,55,83,184
36,56,67,58,123
44,3,26,29,58
43,31,76,69,176
33,30,36,90,66
35,39,9,10,48
21,22,96,48,22
53,65,75,98,238
57,52,1,38,91
25,24,50,19,24
54,97,28,87,212
45,23,89,95,207
60,97,93,84,274
21,33,42,97,33
41,39,73,75,187
22,49,65,94,49
44,34,69,49,152
31,76,87,13,163
29,50,98,46,50
34,76,32,14,108
50,42,71,52,165
26,69,86,10,69
22,27,31,96,27
40,13,84,92,189
20,10,97,29,10
27,48,43,40,48
46,51,19,2,72
59,27,62,64,153
60,30,35,100,165
29,78,59,58,78
49,42,46,85,173
52,59,27,59,145
30,42,45,30,87
56,8,33,68,109
42,77,27,53,157
44,43,75,22,140
25,50,31,29,50
47,37,20,60,117
50,100,50,95,245
31,56,13,62,69
42,74,66,42,182
58,3,86,90,179
26,63,31,27,63
22,37,77,28,37
28,97,16,24,97
36,94,2,27,96
29,39,53,65,39
24,89,8,10,89
50,92,37,2,131
26,100,32,75,100
31,68,8,51,76
48,42,65,39,146
37,92,58,49,150
31,42,80,85,122
21,61,87,91,61
37,57,85,62,142
57,44,43,55,142
21,22,86,31,22
25,78,70,29,78
26,43,20,48,43
35,57,91,53,148
42,37,5,34,76
60,32,57,89,178
50,22,29,77,128
23,19,59,41,19
41,38,33,21,92
29,9,71,50,9
55,64,4,82,150
34,62,44,59,106
20,65,41,56,65
28,77,73,8,77
55,6,27,2,35
21,1,76,80,1
43,86,45,65,196
57,27,96,40,163
26,48,15,73,48
53,49,20,26,95
22,55,43,95,55
25,100,12,29,100
27,30,84,81,30
32,54,8,92,62
53,87,7,48,142
56,72,87,62,221
24,61,14,78,61
55,39,71,82,192
33,29,66,64,95
35,95,77,64,172
32,1,14,29,15
40,65,89,32,186
20,9,57,93,9
24,69,78,9,69
45,83,57,14,154
44,37,65,67,169
29,98,82,25,98
28,16,5,5,16
53,55,19,39,113
26,19,6,60,19
37,76,1,13,77
32,95,92,42,187
39,23,75,39,98
41,2,2,36,40
24,81,84,63,81
27,10,13,55,10
42,49,44,78,171
49,33,41,18,92
50,28,57,66,151
57,9,73,54,136
42,40,32,67,139
21,27,21,88,27
30,56,49,94,105
42,69,33,58,160
35,28,85,30,113
49,64,31,24,119
48,21,62,70,153
57,25,60,2,87
46,8,19,22,49
55,25,22,76,123
49,21,87,57,165
57,83,31,55,169
23,19,68,1,19
48,42,42,51,135
47,35,29,55,119
22,55,25,61,55
24,58,12,68,58
47,86,50,28,164
60,14,12,17,43
59,48,43,88,179
44,12,13,36,61
40,63,95,17,175
50,51,93,56,200
58,92,28,29,149
41,69,65,54,188
30,71,9,60,80
21,19,77,33,19
58,74,49,40,163
59,4,83,2,89
30,19,35,6,54
49,14,50,68,132
44,87,61,75,223
52,52,16,11,79
20,25,57,15,25
43,34,69,15,118
58,46,57,14,117
57,89,27,84,200
54,59,72,60,191
21,25,54,4,25
50,25,82,59,166
30,58,75,10,133
25,55,23,29,55
30,97,51,60,148
20,51,53,31,51
37,49,75,31,124
33,57,86,25,143
46,89,77,68,234
21,64,72,23,64
37,82,90,56,172
48,14,86,32,132
39,27,71,36,98
59,26,25,96,147
40,5,9,48,62
59,22,92,94,208
29,34,88,37,34
55,22,10,54,86
55,73,72,56,201
24,73,71,12,73
31,53,94,9,147
26,68,93,42,68
24,56,71,7,56
25,87,61,98,87
54,23,2,49,74
54,86,60,96,242
56,84,72,68,224
52,56,43,17,116
54,65,16,32,113
60,20,46,23,89
25,35,28,10,35
25,47,96,48,47
27,64,75,30,64
56,74,86,5,165
24,45,48,33,45
49,13,70,99,182
42,90,86,45,221
22,90,36,98,90
54,58,10,7,75
54,58,79,71,208
49,75,79,84,238
34,69,48,12,117
37,33,100,67,133
50,23,72,89,184
57,7,97,46,150
28,85,19,75,85
45,36,24,3,63
28,73,55,52,73
37,45,49,96,94
37,88,43,5,131
28,39,1,26,39
29,36,19,80,36
45,24,81,32,137
44,51,34,78,163
43,67,68,36,171
22,77,60,32,77
36,82,15,38,97
46,5,25,10,40
28,15,15,60,15
54,73,94,90,257
48,50,57,38,145
20,59,94,71,59
21,4,41,100,4
40,86,72,86,244
44,53,50,7,110
27,73,67,32,73
39,44,27,49,71
53,59,34,29,122
27,28,90,66,28
21,26,41,67,26
27,99,79,41,99
44,25,20,20,65
57,92,32,97,221
46,38,84,94,216
56,81,12,61,154
32,62,25,16,87
60,94,26,37,157
56,99,77,30,206
33,91,87,26,178
49,65,64,60,189
39,1,52,62,53
35,90,44,40,134
48,89,11,93,193
33,47,86,56,133
46,10,52,27,89
27,100,27,39,100
21,21,4,66,21
44,8,75,69,152
58,73,47,8,128
45,52,84,59,195
34,23,13,87,36
42,91,31,12,134
53,24,73,65,162
57,21,81,45,147
29,12,27,82,12
43,44,94,99,237
36,51,59,76,110
39,90,24,35,114
51,20,46,35,101
55,27,38,13,78
39,86,41,89,127
26,63,15,15,63
40,16,44,61,121
32,18,77,87,95
23,6,66,37,6
55,98,23,10,131
58,31,14,6,51
40,40,83,21,144
50,53,27,96,176
49,65,90,11,166
44,63,48,35,146
28,91,42,51,91
37,64,55,27,119
33,41,49,44,90
36,66,36,39,102
58,35,19,35,89
35,64,35,67,99
44,12,16,13,41
56,47,34,46,127
33,31,69,89,100
57,15,56,82,153
38,16,45,57,61
48,21,41,1,63
29,56,17,9,56
53,89,37,58,184
47,83,23,71,177
46,74,4,83,161
22,85,79,19,85
25,85,66,46,85
38,85,16,69,101
55,26,66,1,93
21,37,17,96,37
55,100,14,97,211
57,41,14,2,57
30,8,28,58,36
59,48,5,9,62
33,39,70,10,109
53,80,18,80,178
51,7,62,57,126
23,94,76,59,94
25,21,7,97,21
28,29,65,93,29
36,28,100,27,128
42,64,15,16,95
47,51,81,48,180
37,80,79,97,159
30,37,77,56,114
21,33,21,7,33
22,83,25,47,83
60,12,19,21,52
38,15,59,12,74
40,42,50,95,187
23,37,80,98,37
43,33,34,85,152
49,37,80,1,118
36,47,83,77,130
50,60,25,42,127
21,76,88,54,76
51,39,72,43,154
31,51,41,54,92
54,70,70,47,187
23,19,21,12,19
40,31,97,92,220
42,93,4,21,118
27,83,16,33,83
32,94,28,62,122
55,91,77,24,192
54,4,22,56,82
55,43,28,87,158
28,36,47,19,36
37,56,42,68,98
41,10,19,90,119
59,38,38,63,139
29,77,75,79,77
28,19,8,31,19
38,53,84,30,137
51,25,42,80,147
59,7,67,76,150
40,42,62,72,176
57,3,51,64,118
56,40,38,54,132
36,29,99,88,128
25,38,3,47,38
29,81,90,11,81
43,71,73,66,210
38,87,51,78,138
59,38,82,67,187
43,12,1,58,71
60,55,44,13,112
35,90,5,16,95
35,50,36,16,86
46,16,90,12,118
48,46,73,45,164
29,12,48,37,12
36,29,56,84,85
46,94,1,5,100
53,70,89,17,176
27,4,100,22,4
37,95,16,68,111
56,98,94,26,218
43,89,1,49,139
44,46,31,47,124
40,5,22,36,63
49,53,63,57,173
20,74,64,74,74
46,14,52,83,149
21,80,58,52,80
44,100,16,88,204
55,24,7,95,126
60,61,18,42,121
39,10,61,4,71
37,100,86,26,186
40,43,30,42,115
29,99,58,79,99
21,84,19,67,84
35,79,1,81,80
39,67,54,91,121
39,44,76,63,120
40,2,60,76,138
26,24,13,24,24
33,74,58,69,132
21,88,79,5,88
35,31,69,85,100
38,21,85,96,106
20,73,33,50,73
38,87,78,12,165
31,93,37,15,130
46,10,78,37,125
32,81,18,100,99
33,91,53,84,144
53,89,70,29,188
42,74,89,93,256
28,66,51,38,66
22,37,13,57,37
56,73,88,42,203
46,65,12,48,125
28,53,24,58,53
25,100,58,62,100
51,2,38,41,81
29,5,53,23,5
43,57,33,21,111
43,33,9,24,66
33,48,59,68,107
32,44,61,86,105
32,74,20,27,94
24,4,63,80,4
52,36,3,63,102
25,100,98,24,100
26,17,88,56,17
48,54,91,33,178
40,27,2,17,46
44,42,62,37,141
30,31,28,81,59
58,17,12,26,55
46,83,16,79,178
58,37,30,53,120
46,68,69,76,213
33,29,9,29,38
38,14,10,6,24
55,95,47,11,153
52,31,68,88,187
37,8,8,14,16
50,28,6,90,124
49,98,75,73,246
53,55,18,9,82
39,57,77,43,134
30,98,80,30,178
42,16,99,82,197
23,31,68,53,31
35,70,10,5,80
39,36,12,2,48
36,17,83,63,100
21,57,51,74,57
22,91,10,9,91
55,99,68,61,228
60,19,80,89,188
21,4,7,29,4
38,53,42,81,95
58,58,58,4,120
53,79,9,40,128
53,63,48,9,120
21,74,9,95,74
46,69,79,20,168
22,27,5,15,27
57,98,54,30,182
40,13,59,28,100
41,11,10,18,39
36,84,47,9,131
20,27,16,41,27
38,69,69,92,138
29,95,95,40,95
22,20,15,23,20
59,99,39,10,148
22,70,80,82,70
28,42,83,8,42
37,53,28,78,81
39,15,63,70,78
34,46,69,17,115
50,60,58,53,171
21,91,42,63,91
51,46,23,8,77
51,16,43,10,69
23,40,40,33,40
46,42,39,43,124
41,68,9,34,111
46,70,33,57,160
57,21,40,61,122
53,18,4,30,52
38,26,95,15,121
54,28,38,25,91
53,80,91,72,243
26,79,32,64,79
36,58,38,23,96
29,49,6,96,49
57,15,42,45,102
40,49,86,35,170
20,73,33,86,73
44,16,87,70,173
51,21,63,72,156
44,33,95,17,145
60,96,78,45,219
27,85,64,100,85
31,12,72,50,84
35,17,95,18,112
34,39,17,66,56
36,56,11,17,67
38,16,67,2,83
23,83,62,17,83
51,85,33,57,175
60,55,34,11,100
24,64,2,57,64
27,21,97,100,21
48,84,38,66,188
41,48,71,18,137
60,86,81,2,169
38,70,26,75,96
54,12,25,38,75
45,30,69,94,193
39,67,93,17,160
41,84,28,7,119
40,3,60,99,162
37,28,63,92,91
32,15,6,79,21
23,2,97,94,2
37,30,80,61,110
30,53,63,88,116
53,19,1,69,89
55,56,57,78,191
42,94,81,51,226
43,5,84,80,169
42,43,11,5,59
31,17,82,62,99
46,85,70,26,181
34,5,12,67,17
37,80,24,83,104
30,64,9,86,73
40,76,67,79,222
57,27,92,42,161
30,78,100,89,178
39,14,51,92,65
54,86,50,51,187
53,84,8,69,161
40,93,61,90,244
42,63,92,68,223
45,36,95,47,178
45,31,48,30,109
24,76,56,2,76
30,61,27,30,88
31,65,91,68,156
55,17,45,47,109
59,30,3,34,67
27,83,19,23,83
60,100,29,16,145
54,96,94,66,256
23,88,9,4,88
33,9,21,98,30
21,52,93,65,52
59,73,72,16,161
42,40,67,43,150
51,83,8,73,164
24,5,68,69,5
30,91,33,51,124
48,90,85,21,196
41,24,51,36,111
36,16,53,17,69
45,91,6,52,149
33,74,29,84,103
51,69,49,55,173
31,83,21,100,104
57,92,24,12,128
35,11,84,79,95
23,19,71,100,19
36,70,98,69,168
31,63,46,31,109
59,56,4,74,134
41,15,8,11,34
31,51,100,53,151
47,17,64,18,99
50,72,60,87,219
22,23,25,63,23
32,92,98,31,190
48,4,10,39,53
56,64,42,32,138
38,12,84,36,96
60,50,43,98,191
57,99,50,99,248
50,47,37,72,156
54,100,52,96,248
36,6,73,79,79
42,70,37,59,166
52,33,40,95,168
54,80,21,13,114
43,23,1,76,100
48,37,21,47,105
27,32,30,35,32
54,98,29,65,192
39,94,16,50,110
48,5,11,58,74
26,78,69,9,78
47,61,64,1,126
60,87,28,75,190
25,84,64,61,84
25,61,87,50,61
48,52,49,99,200
20,41,24,66,41
56,18,98,54,170
53,84,94,47,225
40,90,16,85,191
25,45,3,30,45
24,74,83,10,74
60,64,25,7,96
22,18,21,33,18
58,56,76,39,171
42,80,61,45,186
58,37,35,7,79
59,22,63,1,86
57,90,11,3,104
34,27,66,39,93
28,31,64,24,31
35,92,90,96,182
31,11,4,89,15
27,17,8,97,17
33,19,93,20,112
40,32,16,99,147
33,62,75,80,137
54,19,54,55,128
40,9,61,43,113
41,49,88,65,202
48,78,4,39,121
32,54,67,4,121
25,50,16,14,50
51,9,40,6,55
42,84,73,19,176
49,45,39,93,177
40,94,56,16,166
57,73,73,2,148
23,17,81,56,17
31,100,39,31,139
37,76,76,92,152
24,27,56,1,27
40,23,38,2,63
21,43,11,92,43
57,35,7,100,142
20,45,98,87,45
53,27,99,96,222
23,87,20,50,87
42,59,57,53,169
46,58,24,60,142
37,56,19,58,75
52,52,24,6,82
25,94,14,100,94
55,39,29,90,158
44,27,26,76,129
33,78,44,56,122
25,69,50,40,69
44,78,72,67,217
25,80,11,88,80
51,79,77,72,228
46,91,26,47,164
44,64,86,29,179
49,6,71,27,104
40,11,67,95,173
54,17,54,88,159
36,44,21,91,65
34,83,14,52,97
36,9,89,96,98
40,29,70,99,198
50,24,59,13,96
40,53,56,4,113
22,36,72,30,36
29,62,90,5,62
44,92,24,50,166
28,52,24,15,52
31,47,97,1,144
21,60,8,71,60
30,62,84,96,146
22,62,61,28,62
57,55,57,67,179
55,39,36,70,145
53,77,85,57,219
32,89,44,14,133
53,54,60,77,191
58,53,5,88,146
59,78,80,84,242
37,48,76,68,124
45,56,99,2,157
59,45,2,52,99
49,74,24,83,181
47,37,72,41,150
41,37,43,100,180
36,12,7,8,19
48,55,14,48,117
22,71,3,78,71
59,13,40,21,74
31,47,27,34,74
39,48,26,11,74
26,4,84,25,4
39,8,37,84,45
31,48,47,40,95
30,97,52,16,149
30,100,61,4,161
52,4,39,99,142
24,75,77,69,75
21,44,68,71,44
30,71,91,59,162
22,73,20,14,73
42,72,4,10,86
38,100,3,11,103
39,17,14,15,31
24,96,4,66,96
48,23,3,23,49
38,49,47,1,96
25,41,25,54,41
22,95,49,47,95
60,51,93,99,243
42,7,35,8,50
27,96,20,99,96
52,86,32,73,191
22,90,9,64,90
42,73,84,61,218
48,39,53,5,97
49,72,23,94,189
44,80,40,84,204
30,36,89,89,125
43,6,77,76,159
32,45,36,60,81
21,100,83,57,100
32,23,8,21,31
39,16,40,11,56
36,60,21,15,81
24,85,52,89,85
32,81,100,24,181
42,24,37,61,122
51,86,47,63,196
27,91,15,50,91
32,23,73,9,96
46,25,73,36,134
34,61,20,56,81
31,55,24,39,79
47,22,100,84,206
38,99,35,73,134
34,49,9,81,58
38,70,54,44,124
48,22,60,1,83
59,40,45,54,139
41,90,96,26,212
58,10,34,65,109
54,39,87,68,194
28,13,92,98,13
38,54,87,86,141
24,96,95,93,96
37,88,78,91,166
51,45,97,40,182
30,39,2,77,41
45,10,24,83,117
22,3,34,20,3
58,75,69,57,201
59,16,71,89,176
52,37,83,76,196
37,23,52,76,75
50,69,66,80,215
40,3,69,98,170
33,60,56,4,116
54,48,64,83,195
46,29,31,21,81
57,83,57,50,190
31,44,73,98,117
28,66,81,47,66
48,12,26,82,120
43,57,74,32,163
46,77,22,24,123
53,7,73,67,147
41,41,15,5,61
20,1,43,76,1
59,46,27,86,159
38,20,40,34,60
27,88,12,86,88
42,76,41,20,137
58,100,37,44,181
23,68,54,2,68
37,48,4,93,52
20,25,55,28,25
55,80,98,82,260
60,30,66,95,191
35,56,74,4,130
30,32,63,21,95
53,25,24,11,60
56,4,9,18,31
48,56,37,90,183
43,11,30,17,58
31,48,51,1,99
34,6,74,5,80
60,95,96,1,192
41,90,5,1,96
37,78,87,50,165
27,48,74,11,48
44,93,37,73,203
24,13,2,86,13
34,67,27,71,94
34,45,51,51,96
34,25,44,79,69
24,10,49,4,10
44,9,15,21,45
57,9,12,15,36
43,25,36,32,93
23,89,30,89,89
57,93,82,73,248
30,55,28,79,83
24,52,97,68,52
58,88,19,8,115
58,21,100,67,188
36,52,93,98,145
47,60,30,53,143
47,45,40,97,182
27,39,67,11,39
31,3,89,42,92
30,62,2,15,64
59,77,42,89,208
56,89,3,22,114
56,23,30,64,117
45,15,24,87,126
31,98,58,83,156
48,50,79,13,142
43,45,71,27,143
59,50,3,36,89
39,27,54,26,81
36,40,22,99,62
53,31,47,35,113
28,10,50,81,10
28,8,87,31,8
41,12,4,27,43
60,80,59,9,148
26,13,84,46,13
30,17,13,8,30
34,18,91,62,109
30,18,21,14,39
56,22,60,23,105
25,77,86,24,77
24,97,48,34,97
54,83,97,12,192
27,57,70,16,57
52,79,82,89,250
60,62,83,86,231
46,23,35,23,81
48,62,69,71,202
57,12,86,12,110
40,51,64,2,117
30,94,81,97,175
54,44,31,68,143
35,88,53,73,141
44,5,24,11,40
26,35,44,48,35
46,5,35,51,91
45,47,97,58,202
29,12,51,72,12
56,7,22,95,124
56,65,71,29,165
47,86,86,29,201
60,80,98,22,200
38,58,30,64,88
43,48,43,42,133
23,73,48,64,73
40,10,16,36,62
52,11,89,12,112
25,46,2,67,46
50,56,31,52,139
26,60,41,90,60
50,62,36,42,140
33,11,95,66,106
25,19,38,59,19
56,85,15,54,154
26,26,59,69,26
33,77,77,27,154
49,26,97,11,134
53,28,8,5,41
46,53,22,61,136
50,42,98,25,165
26,6,12,77,6
25,61,55,14,61
59,65,41,67,173
43,76,83,86,245
30,74,85,2,159
41,66,37,81,184
46,5,75,25,105
45,45,66,19,130
53,94,57,94,245
37,25,64,22,89
51,76,54,67,197
49,15,71,81,167
42,1,55,81,137
38,31,16,80,47
26,39,28,39,39
34,22,97,40,119
60,48,2,29,79
41,40,76,33,149
43,31,16,70,117
31,75,12,54,87
41,45,93,1,139
51,79,84,20,183
53,6,14,61,81
22,34,80,88,34
57,27,22,96,145
54,15,94,25,134
48,41,77,5,123
51,52,99,70,221
29,82,3,46,82
59,62,48,49,159
51,98,20,87,205
54,98,97,67,262
45,35,49,37,121
54,40,32,33,105
21,58,96,35,58
31,2,28,78,30
23,11,95,92,11
34,59,17,85,76
50,46,80,42,168
60,65,50,82,197
53,13,68,56,137
29,78,86,80,78
55,64,65,43,172
23,79,12,59,79
21,41,7,94,41
35,7,80,30,87
47,82,64,57,203
21,25,33,77,25
34,10,76,56,86
47,24,22,52,98
29,49,23,34,49
39,87,12,76,99
34,98,14,93,112
46,81,53,91,225
32,51,18,5,69
34,8,77,34,85
58,97,87,39,223
29,28,3,79,28
54,95,9,22,126
21,46,57,40,46
60,44,44,27,115
50,52,47,45,144
55,40,75,84,199
52,51,40,66,157
42,69,19,62,150
30,50,16,94,66
26,47,39,28,47
27,4,21,56,4
34,62,11,31,73
44,44,100,32,176
34,71,67,9,138
39,53,62,79,115
30,91,11,65,102
59,5,92,67,164
53,41,82,18,141
21,48,83,33,48
56,34,55,55,144
26,19,56,2,19
34,47,58,11,105
52,63,12,55,130
45,68,66,65,199
38,66,43,52,109
22,23,92,38,23
44,29,19,48,96
38,88,87,69,175
55,46,46,97,189
31,77,98,36,175
32,3,45,34,48
37,41,21,98,62
59,26,3,65,94
45,52,25,4,81
25,40,96,52,40
52,67,95,50,212
58,38,3,62,103
32,100,1,14,101
34,94,75,25,169
52,32,74,39,145
45,83,56,28,167
33,21,32,70,53
24,39,28,9,39
36,28,72,49,100
38,77,15,71,92
36,48,57,29,105
33,74,82,52,156
37,93,21,18,114
46,34,10,39,83
57,80,32,49,161
25,89,89,49,89
38,42,62,39,104
34,33,90,73,123
29,84,8,73,84
28,55,96,34,55
21,17,49,65,17
29,14,59,42,14
59,53,86,50,189
42,48,94,81,223
37,59,18,36,77
21,88,21,22,88
55,94,76,48,218
51,16,76,50,142
48,67,82,8,157
37,57,74,7,131
32,6,11,70,17
43,45,60,1,106
60,17,37,71,125
42,37,2,24,63
59,41,50,63,154
38,4,59,89,63
43,5,50,85,140
33,29,93,76,122
33,23,34,77,57
49,52,26,12,90
55,65,41,78,184
34,46,31,19,77
27,58,95,21,58
37,99,66,54,165
28,5,51,66,5
40,51,56,3,110
51,39,96,92,227
46,49,30,10,89
59,2,79,62,143
41,50,83,90,223
27,38,42,46,38
34,56,89,52,145
21,61,73,23,61
42,16,84,61,161
40,70,74,21,165
57,40,1,88,129
32,81,14,39,95
31,67,100,77,167
42,97,74,83,254
30,47,32,66,79
39,53,38,55,91
34,81,84,82,165
27,67,67,52,67
32,81,14,40,95
60,39,92,27,158
49,3,76,53,132
46,27,64,91,182
53,2,49,71,122
45,54,12,35,101
39,64,17,81,81
20,97,3,92,97
51,20,48,57,125
57,89,73,76,238
42,64,67,5,136
45,86,24,14,124
60,67,18,5,90
24,83,42,68,83
59,92,2,77,171
41,44,30,38,112
26,22,43,46,22
27,3,31,50,3
29,96,25,26,96
50,79,3,24,106
50,94,41,45,180
32,34,39,75,73
58,6,13,89,108
48,85,82,69,236
40,95,44,79,218
57,17,74,78,169
45,47,78,52,177
51,10,30,38,78
32,14,12,33,26
49,9,36,82,127
31,11,26,49,37
49,25,89,28,142
47,100,67,96,263
57,69,39,81,189
45,69,9,78,156
53,55,8,71,134
21,49,24,53,49
22,18,65,69,18
60,63,20,32,115
26,13,5,65,13
47,15,36,38,89
24,78,6,33,78
46,74,82,4,160
41,9,81,84,174
51,59,43,23,125
20,32,61,69,32
59,12,87,77,176
45,33,45,30,108
32,49,68,90,117
51,52,42,52,146
33,33,9,61,42
27,91,89,25,91
24,52,91,12,52
53,12,60,45,117
40,43,47,6,96
37,59,20,18,79
20,61,37,86,61
54,4,50,13,67
53,33,93,48,174
59,52,95,40,187
31,41,46,28,87
34,83,57,68,140
31,88,12,89,100
50,96,2,60,158
59,97,94,5,196
60,20,87,59,166
38,94,82,93,176
56,5,90,90,185
47,19,78,83,180
55,36,77,17,130
33,94,40,40,134
54,8,18,82,108
54,88,96,30,214
31,86,56,37,142
29,60,2,36,60
43,46,23,55,124
53,5,71,58,134
41,33,51,9,93
33,71,15,65,86
45,85,69,97,251
32,42,24,3,66
52,42,6,92,140
43,51,24,3,78
54,14,7,10,31
60,16,98,58,172
50,87,81,62,230
31,83,71,89,154
22,68,33,59,68
48,10,67,85,162
58,3,38,81,122
60,45,67,58,170
36,42,62,70,104
28,87,52,33,87
39,24,59,8,83
58,84,95,10,189
52,64,41,26,131
23,6,71,49,6
49,36,51,26,113
57,41,46,87,174
20,68,21,5,68
26,59,12,1,59
59,64,53,85,202
51,71,14,3,88
31,26,97,29,123
59,69,14,74,157
35,35,43,90,78
53,72,73,94,239
30,15,19,1,34
57,87,49,44,180
46,39,7,11,57
57,38,80,54,172
43,25,59,49,133
